Family.ID,Race,Hispanic,People.in.household,Primary.economic.activity.,Annual.income,Number.of.People.in.Household.with.GED.or.HS.Diploma,Highest.level.in.household,Indicator,Rent.vs..Own,Assistance.,Automobile
172408,White,Yes,2,Employed Part-Time,NA,NA,,NA,Rent my home,"Food stamps,WIC",No
172408,White,Yes,2,In School,NA,1,High School/GED,NA,Own my home,"Food stamps,WIC",Yes
172555,Black or African American,No,3,Employed Full-Time,0,1,Two-Year College Degree,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
172555,Black or African American,No,3,Employed Full-Time,0,1,Two-Year College Degree,Budget,Rent my home,"Food stamps,WIC",Yes
172555,Black or African American,,3,,NA,NA,,NA,,,
172587,White,Yes,6,Employed Full-Time,34000,2,Two-Year College Degree,NA,Own my home,"Food stamps,WIC",Yes
172796,White,No,4,Unemployed,NA,2,High School/GED,NA,Rent my home,WIC,Yes
172975,Black or African American,No,2,Employed Full-Time,NA,1,High School/GED,NA,Live with parents,Food stamps,No
17340,Other,Yes,7,Stay-at-Home Caregiver,NA,0,High School/GED,Physical Activity,Own my home,Food stamps,Yes
174347,White,Yes,2,Unemployed,NA,0,Less than High School,NA,Live with parents,"Food stamps,WIC,Other",Yes
174887,American Indian or Alaska Native,Yes,2,Unemployed,NA,0,High School/GED,NA,Live with another family,None,No
175279,Other,Yes,3,Employed Full-Time,25000,2,High School/GED,NA,Live with another family,WIC,Yes
17914,White,Yes,6,"Stay-at-Home Caregiver,Employed Full-Time",40000,1,High School/GED,NA,Own my home,"Food stamps,WIC",Yes
17914,Other,Yes,6,In School,NA,NA,,NA,Own my home,,Yes
18179,Black or African American,No,3,Employed Full-Time,0,1,High School/GED,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
18179,Black or African American,No,3,Employed Full-Time,NA,NA,,NA,,Food stamps,
18211,White,Yes,6,Employed Full-Time,NA,1,High School/GED,NA,Own my home,Food stamps,Yes
18211,Other,Yes,6,Employed Full-Time,31200,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",No
18263,Other,Yes,5,"Employed Full-Time,Unemployed",28000,0,Less than High School,Nutritious diet,Pagando,Food stamps,Yes
18263,,,5,,NA,NA,,Civic Engagement,,,
18263,,,5,,NA,NA,,Nutritious diet,,,
18263,,,5,,NA,NA,,Savings,,,
18274,Black or African American,No,5,Employed Full-Time,NA,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
18274,Black or African American,No,5,Employed Full-Time,NA,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
18274,Black or African American,No,5,Employed Full-Time,NA,1,High School/GED,Debt,Rent my home,"Food stamps,WIC",Yes
18779,Other,Yes,4,Self-Employed,21200,0,Less than High School,Savings,Rent my home,"Food stamps,WIC",Yes
18779,Other,Yes,4,Unemployed,0,0,Less than High School,Identification,Rent my home,"Food stamps,WIC",Yes
18779,Other,Yes,4,Unemployed,0,0,Less than High School,Savings,Rent my home,"Food stamps,WIC",Yes
18779,Other,Yes,4,"Unemployed,Employed Full-Time",24960,0,Less than High School,Mental Health Services,Rent my home,"Food stamps,WIC",Yes
18779,Other,Yes,4,"Unemployed,Employed Full-Time",24960,0,Less than High School,English Literacy,Rent my home,"Food stamps,WIC",Yes
18779,Other,Yes,4,"Unemployed,Employed Full-Time",24960,0,Less than High School,Debt,Rent my home,"Food stamps,WIC",Yes
18779,Other,Yes,4,"Employed Full-Time,Unemployed",NA,1,Less than High School,NA,Rent my home,WIC,Yes
18783,Black or African American,No,4,"Employed Part-Time,In School",4100,1,High School/GED,Stable Income,Own my home,Food stamps,Yes
18783,Black or African American,No,4,"Employed Part-Time,In School",4100,1,High School/GED,Close relationships,Own my home,Food stamps,Yes
18783,Black or African American,No,4,"Employed Part-Time,In School",4100,1,High School/GED,Civic Engagement,Own my home,Food stamps,Yes
18783,Black or African American,No,4,"Employed Part-Time,In School",4100,1,High School/GED,NA,Own my home,Food stamps,Yes
18960,Black or African American,No,3,Employed Full-Time,NA,1,Less than High School,NA,Rent my home,Food stamps,Yes
18960,Black or African American,No,3,Employed Full-Time,19287,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
19029,,No,7,Employed Full-Time,25000,2,Two-Year College Degree,Entertainment,Own my home,Food stamps,Yes
19029,,No,7,Employed Full-Time,25000,2,Two-Year College Degree,Nutritious diet,Own my home,Food stamps,Yes
19029,Black or African American,,7,,NA,NA,,Credit,,,
19029,Black or African American,,7,,NA,NA,,Income,,,
19035,Native Hawaiian or Other Pacific Islander,Yes,5,Employed Full-Time,30524,1,Two-Year College Degree,Credit,Rent my home,Other,Yes
19035,Other,Yes,5,Unemployed,NA,2,Two-Year College Degree,NA,Rent my home,WIC,Yes
19035,American Indian or Alaska Native,Yes,5,Unemployed,NA,1,Graduate Degree,NA,Rent my home,Other,Yes
19128,Black or African American,No,6,Unemployed,8000,1,Two-Year College Degree,NA,Own my home,"TANF,WIC,Food stamps",No
19457,Other,No,3,Employed Part-Time,NA,1,Two-Year College Degree,NA,Rent my home,WIC,No
19457,,,3,,NA,NA,,NA,,,
19705,Other,Yes,5,Employed Full-Time,24000,1,High School/GED,Savings,Rent my home,"WIC,Social Security",Yes
19705,Other,Yes,5,Employed Full-Time,24000,1,High School/GED,Part of a Community,Rent my home,"WIC,Social Security",Yes
19705,,Yes,5,Employed Full-Time,NA,2,High School/GED,NA,Rent my home,"Food stamps,WIC,Other",Yes
19771,Black or African American,No,6,Employed Part-Time,NA,1,High School/GED,Debt,Live with parents,None,No
19771,Black or African American,No,6,Employed Part-Time,NA,1,High School/GED,Credit,Live with parents,None,No
19771,Black or African American,No,6,Unemployed,NA,NA,Less than High School,NA,Rent my home,Food stamps,Yes
19786,Black or African American,No,4,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,None,Yes
19786,Black or African American,No,2,Employed Part-Time,NA,1,High School/GED,NA,,Food stamps,Yes
19836,Black or African American,No,6,"In School,Stay-at-Home Caregiver",11000,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
19836,Black or African American,No,6,"In School,Stay-at-Home Caregiver",11000,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
19836,Black or African American,No,6,"In School,Stay-at-Home Caregiver",11000,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
19959,Black or African American,No,5,Employed Full-Time,25400,1,Two-Year College Degree,Budget,Rent my home,"Food stamps,Other",Yes
19959,Black or African American,No,5,Employed Full-Time,25400,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
2,Black or African American,No,3,Employed Full-Time,NA,1,,Savings,Rent my home,Food stamps,Yes
2,Black or African American,No,3,Employed Full-Time,NA,1,Two-Year College Degree,NA,Rent my home,None,Yes
20225,White,No,7,Employed Part-Time,NA,1,High School/GED,Emotional Well-Being,Rent my home,"Food stamps,WIC,Other",Yes
20225,,,7,,NA,NA,,NA,,,
20447,Black or African American,No,5,Employed Full-Time,17858,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
20447,Black or African American,No,5,Employed Full-Time,17858,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
20447,Black or African American,No,5,Employed Full-Time,17858,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
20447,Black or African American,No,5,Employed Full-Time,17858,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
20472,White,Yes,8,"Employed Full-Time,Stay-at-Home Caregiver",NA,1,High School/GED,NA,Own my home,"Food stamps,WIC",Yes
20472,Other,Yes,9,Unemployed,NA,NA,,NA,Own my home,Food stamps,No
21187,Black or African American,No,4,Self-Employed,NA,1,Two-Year College Degree,Budget,Rent my home,Food stamps,Yes
21187,Black or African American,No,4,Self-Employed,NA,1,Two-Year College Degree,Credit,Rent my home,Food stamps,Yes
21187,Black or African American,No,4,Self-Employed,NA,1,Two-Year College Degree,Physical Activity,Rent my home,Food stamps,Yes
21187,Black or African American,No,4,Self-Employed,NA,1,Two-Year College Degree,Entertainment,Rent my home,Food stamps,Yes
21187,Black or African American,No,4,Self-Employed,NA,1,Two-Year College Degree,NA,Rent my home,Food stamps,Yes
21187,Black or African American,No,4,Self-Employed,17251,1,Two-Year College Degree,Credit,Own my home,None,Yes
21187,Black or African American,No,4,Self-Employed,17251,1,Two-Year College Degree,Budget,Own my home,None,Yes
21187,Black or African American,No,4,Self-Employed,17251,1,Two-Year College Degree,Debt,Own my home,None,Yes
21187,Black or African American,No,4,Self-Employed,NA,11,,NA,Rent my home,Food stamps,Yes
21584,White,Yes,1,Employed Part-Time,NA,1,Two-Year College Degree,Close Relationships,Rent my home,Other,Yes
21584,Other,Yes,1,,NA,NA,,NA,,,Yes
21861,Black or African American,No,4,Employed Part-Time,2000,1,Two-Year College Degree,Savings,Rent my home,Food stamps,Yes
21861,Black or African American,No,4,Employed Part-Time,2000,1,Two-Year College Degree,Budget,Rent my home,Food stamps,Yes
21861,Black or African American,No,4,Employed Part-Time,2000,1,Two-Year College Degree,Stable Income,Rent my home,Food stamps,Yes
21861,Black or African American,No,4,Employed Part-Time,2000,1,Two-Year College Degree,NA,Rent my home,Food stamps,Yes
21861,Black or African American,No,4,Employed Full-Time,17570,1,Less than High School,Savings,Rent my home,,Yes
21861,Black or African American,No,4,Employed Full-Time,17570,1,Less than High School,Income,Rent my home,,Yes
21861,Black or African American,No,4,Employed Full-Time,17570,1,Less than High School,Budget,Rent my home,,Yes
21861,Black or African American,No,4,Employed Full-Time,NA,NA,High School/GED,NA,Rent my home,Food stamps,Yes
21946,Other,Yes,5,Employed Full-Time,NA,0,Less than High School,NA,Rent my home,Food stamps,Yes
21946,Other,No,5,Other,NA,NA,High School/GED,NA,Own my home,,Yes
21954,Black or African American,No,3,Unemployed,0,1,High School/GED,Stable Income,Rent my home,"Food stamps,WIC",Yes
21954,Black or African American,No,3,Unemployed,0,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
21954,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
21954,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Homeless,"Food stamps,WIC",Yes
21954,Black or African American,No,3,Unemployed,0,1,High School/GED,Budget,Homeless,"Food stamps,WIC",Yes
21954,Black or African American,No,3,Unemployed,NA,1,,NA,Live with parents,"Food stamps,Disability",Yes
21954,,,3,,NA,NA,,NA,,,
21974,White,No,4,"Employed Full-Time,Other",1200,0,High School/GED,NA,Rent my home,,Yes
21974,White,No,4,"Employed Full-Time,Other",1200,0,High School/GED,NA,Rent my home,,Yes
22932,White,Yes,4,Employed Full-Time,NA,0,Less than High School,NA,Rent my home,Food stamps,Yes
22932,Other,Yes,4,Employed Full-Time,15600,1,High School/GED,Savings,Own my home,"Food stamps,WIC",No
23311,Other,Yes,6,"Employed Full-Time,Unemployed",NA,0,Less than High School,English Literacy,Rent my home,"Food stamps,WIC,Other",Yes
23311,Other,Yes,6,"Employed Full-Time,Unemployed",NA,0,Less than High School,Part of a Community,Rent my home,"Food stamps,WIC,Other",Yes
23311,Other,Yes,6,Unemployed,0,0,Less than High School,NA,Own my home,Food stamps,Yes
23448,Other,Yes,4,"Employed Full-Time,Unemployed",NA,2,Four-Year College Degree,English Literacy,Own my home,"WIC,Other",Yes
23448,Other,Yes,4,"Employed Full-Time,Unemployed",NA,2,Four-Year College Degree,Credit,Own my home,"WIC,Other",Yes
23448,Other,Yes,4,"Employed Full-Time,Unemployed",NA,1,Two-Year College Degree,NA,Own my home,Other,Yes
23517,Black or African American,No,4,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
23517,,,4,,NA,NA,,NA,,,
23607,White,Yes,7,Employed Full-Time,NA,2,Two-Year College Degree,NA,Own my home,,Yes
23607,Other,Yes,7,Employed Full-Time,33639,1,Two-Year College Degree,NA,Rent my home,"Food stamps,WIC",Yes
23607,Other,Yes,6,Employed Full-Time,33639,1,Two-Year College Degree,Enough space,Rent my home,Food stamps,Yes
23607,Other,Yes,6,Employed Full-Time,33639,1,Two-Year College Degree,Continuous Learning,Rent my home,Food stamps,Yes
23607,Other,,6,,NA,NA,,NA,,,
23673,White,Yes,4,Employed Full-Time,NA,2,High School/GED,NA,Own my home,Disability,Yes
23673,Other,Yes,4,Other,0,1,High School/GED,NA,Rent my home,"Social Security,Food stamps,WIC",Yes
23812,White,Yes,4,"Employed Full-Time,Stay-at-Home Caregiver",NA,0,Less than High School,Savings,Rent my home,Food stamps,Yes
23812,Other,Yes,4,Other,25966,1,Less than High School,NA,Rent my home,Food stamps,Yes
23812,Other,Yes,5,"Employed Full-Time,Unemployed",18550,0,Less than High School,Savings,Own my home,"Food stamps,WIC",Yes
23812,Other,Yes,5,"Employed Full-Time,Unemployed",18550,0,Less than High School,Credit,Own my home,"Food stamps,WIC",Yes
23812,Other,Yes,5,"Employed Full-Time,Unemployed",18550,0,Less than High School,English Literacy,Own my home,"Food stamps,WIC",Yes
23812,Other,Yes,5,"Employed Full-Time,Unemployed",NA,0,Less than High School,NA,Own my home,"WIC,Food stamps",Yes
24042,Black or African American,No,4,Self-Employed,NA,1,,Stable Housing,Rent my home,"Food stamps,WIC",Yes
24042,Black or African American,No,4,Self-Employed,NA,1,Two-Year College Degree,NA,Rent my home,"Food stamps,WIC",Yes
24269,Black or African American,No,5,Employed Full-Time,25650,1,High School/GED,Debt,Rent my home,"Food stamps,WIC",Yes
24269,Black or African American,No,5,Employed Full-Time,25650,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
24269,Black or African American,No,5,Employed Full-Time,25650,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
24269,Black or African American,No,5,Employed Full-Time,29495,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
24269,Black or African American,No,5,Employed Full-Time,29495,1,High School/GED,Budget,Rent my home,WIC,Yes
24269,Black or African American,No,5,Employed Full-Time,NA,NA,,NA,,Food stamps,Yes
24393,American Indian or Alaska Native,Yes,4,Employed Full-Time,NA,2,Two-Year College Degree,NA,Rent my home,Other,Yes
24393,American Indian or Alaska Native,Yes,4,,NA,2,Two-Year College Degree,NA,Rent my home,,Yes
24711,Black or African American,No,4,Employed Full-Time,18000,1,High School/GED,NA,Rent my home,Food stamps,Yes
24711,Black or African American,No,4,Employed Full-Time,23158,1,High School/GED,NA,Rent my home,"WIC,Food stamps",Yes
25019,Black or African American,No,5,Employed Part-Time,NA,1,High School/GED,Budget,Own my home,Food stamps,Yes
25019,Black or African American,No,5,Employed Part-Time,NA,1,High School/GED,NA,Own my home,Food stamps,Yes
25025,White,No,5,Employed Full-Time,NA,1,Two-Year College Degree,Civic Engagement,Rent my home,"Food stamps,WIC,Other",Yes
25025,White,No,5,Employed Full-Time,NA,1,High School/GED,Stable Income,Rent my home,Food stamps,Yes
25025,White,No,5,Employed Full-Time,NA,1,High School/GED,Debt,Rent my home,Food stamps,Yes
25323,Black or African American,No,7,Other,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
25323,Black or African American,No,7,Other,0,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
25323,Black or African American,No,7,Other,NA,NA,,NA,Rent my home,Food stamps,Yes
25586,Other,Yes,4,Employed Full-Time,24583,0,Less than High School,Nutritious diet,Rent my home,WIC,Yes
25586,Other,Yes,4,Employed Full-Time,24583,0,Less than High School,Literacy,Rent my home,WIC,Yes
25586,Other,,4,,NA,NA,,NA,,,
25750,Black or African American,No,5,Employed Part-Time,NA,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
25750,Black or African American,No,5,Employed Part-Time,13400,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
25851,White,Yes,4,Employed Full-Time,NA,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
25851,White,Yes,4,Employed Full-Time,NA,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
25851,Other,Yes,4,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
26061,White,Yes,3,Employed Part-Time,21279,1,Two-Year College Degree,Income,Own my home,"Food stamps,WIC",Yes
26061,White,Yes,3,Employed Part-Time,21279,1,Two-Year College Degree,Savings,Own my home,"Food stamps,WIC",Yes
26061,Other,Yes,3,Employed Full-Time,21279,1,Two-Year College Degree,Income,Rent my home,"Food stamps,WIC",Yes
26061,Other,Yes,3,Employed Full-Time,21279,1,Two-Year College Degree,Savings,Rent my home,"Food stamps,WIC",Yes
26079,"American Indian or Alaska Native,White",Yes,6,"Unemployed,Retired",NA,1,Two-Year College Degree,NA,Own my home,Food stamps,No
26186,Other,Yes,4,Unemployed,0,0,Less than High School,Savings,Rent my home,"Food stamps,WIC",Yes
26186,Other,Yes,4,Unemployed,0,0,Less than High School,Income,Rent my home,"Food stamps,WIC",Yes
26186,Other,Yes,4,Unemployed,0,0,Less than High School,Income,Rent my home,"Food stamps,WIC",Yes
26186,"White,Other",Yes,4,Employed Full-Time,0,0,Less than High School,Credit,Rent my home,"Food stamps,WIC",Yes
26186,Other,Yes,4,Other,NA,NA,,NA,,Food stamps,Yes
26191,White,Yes,5,Employed Full-Time,27000,2,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
26191,White,Yes,5,Employed Full-Time,27000,2,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
26191,White,Yes,5,Employed Full-Time,27000,2,High School/GED,Employability Readiness,Rent my home,"Food stamps,WIC",Yes
26191,Other,Yes,5,Employed Full-Time,26285,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
26191,Other,Yes,5,Employed Full-Time,25900,2,High School/GED,Nutritious diet,Rent my home,WIC,Yes
26191,Other,Yes,5,Other,NA,NA,,NA,Rent my home,Food stamps,Yes
26391,Other,Yes,6,"Unemployed,Self-Employed",23320,0,Less than High School,Literacy,Rent my home,"Food stamps,WIC",Yes
26391,Other,Yes,6,Employed Full-Time,22880,0,Less than High School,NA,Rent my home,"Food stamps,WIC",Yes
26391,Other,Yes,6,Employed Full-Time,23760,0,Less than High School,Budget,Rent my home,"Food stamps,WIC",Yes
26391,Other,Yes,6,Other,NA,1,,NA,Rent my home,Food stamps,Yes
26714,Black or African American,No,7,Unemployed,0,1,High School/GED,NA,Live with another family,"Food stamps,WIC",Yes
26714,Black or African American,No,7,Unemployed,NA,0,Less than High School,Income,Rent my home,"Food stamps,WIC",Yes
26714,Black or African American,No,7,Unemployed,NA,0,Less than High School,Employability Readiness,Rent my home,"Food stamps,WIC",Yes
26714,Black or African American,No,7,Unemployed,NA,0,Less than High School,Phone,Rent my home,"Food stamps,WIC",Yes
26714,Black or African American,No,7,In School,NA,1,High School/GED,Stable Income,Rent my home,"WIC,Food stamps",Yes
26757,White,Yes,4,Employed Full-Time,NA,1,Two-Year College Degree,NA,Own my home,None,Yes
26757,Other,Yes,4,Employed Full-Time,76214,1,Two-Year College Degree,NA,Own my home,,No
26891,Black or African American,No,1,Unemployed,NA,1,High School/GED,NA,Live with parents,"Food stamps,WIC",No
26980,Black or African American,No,3,Employed Full-Time,NA,1,High School/GED,Savings,Rent my home,Food stamps,Yes
26980,Black or African American,No,3,Employed Full-Time,13986,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
26980,Black or African American,No,3,Employed Full-Time,13986,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
27015,Other,Yes,7,"Employed Full-Time,Unemployed",NA,0,High School/GED,Nutritious diet,Own my home,None,Yes
27015,Other,Yes,7,"Employed Full-Time,Unemployed",NA,0,High School/GED,Savings,Own my home,None,Yes
27015,Other,Yes,7,Employed Full-Time,NA,0,Less than High School,NA,Own my home,Food stamps,Yes
27015,Other,Yes,7,"Employed Full-Time,Unemployed",NA,2,Less than High School,Credit,Rent my home,"WIC,Food stamps,Other",Yes
27015,Other,Yes,7,"Employed Full-Time,Unemployed",NA,0,Less than High School,NA,Own my home,"Food stamps,WIC,Other",Yes
27060,White,Yes,6,Employed Full-Time,35000,2,High School/GED,NA,Own my home,None,Yes
27186,Black or African American,No,4,Employed Part-Time,2000,2,High School/GED,Community,Rent my home,Food stamps,Yes
27186,Black or African American,No,4,Employed Part-Time,2000,2,High School/GED,Civic Engagement,Rent my home,Food stamps,Yes
27186,Black or African American,No,4,Employed Part-Time,2000,2,High School/GED,Credit,Rent my home,Food stamps,Yes
27186,Black or African American,No,4,Employed Part-Time,2000,2,High School/GED,NA,Rent my home,Food stamps,Yes
27323,White,Yes,4,"Employed Full-Time,In School",14000,2,High School/GED,NA,Own my home,,Yes
27323,White,Yes,4,Employed Part-Time,NA,2,Two-Year College Degree,NA,Own my home,Other,Yes
27381,Black or African American,No,3,Employed Full-Time,NA,1,Two-Year College Degree,Budget,Live with parents,"Food stamps,WIC",Yes
27381,Black or African American,No,3,Employed Full-Time,NA,1,Two-Year College Degree,Credit,Live with parents,"Food stamps,WIC",Yes
27381,Black or African American,No,3,Employed Full-Time,15883,1,Two-Year College Degree,NA,Live with parents,"Food stamps,WIC",Yes
27697,White,No,4,Employed Full-Time,NA,1,High School/GED,Budget,Live with parents,"Food stamps,Other,WIC",Yes
27697,,,4,,NA,NA,,NA,,,
27697,White,No,4,Employed Full-Time,NA,1,High School/GED,NA,Prefer not to say,"Food stamps,Other",Yes
27697,White,No,4,,NA,1,High School/GED,NA,,,Yes
27724,White,Yes,6,Employed Full-Time,25480,1,High School/GED,Employability Readiness,Rent my home,"Food stamps,WIC",Yes
27724,White,Yes,6,Employed Full-Time,25480,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
27724,White,Yes,6,Employed Full-Time,25480,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
27724,Other,Yes,6,Unemployed,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
27876,White,No,5,Employed Full-Time,27000,1,High School/GED,Savings,Own my home,Food stamps,Yes
27876,White,No,5,"Employed Full-Time,Other",27000,1,High School/GED,NA,Own my home,Food stamps,Yes
27876,White,No,5,Employed Full-Time,26000,1,High School/GED,Credit,Own my home,Food stamps,Yes
27876,White,No,5,Employed Full-Time,26000,1,High School/GED,Savings,Own my home,Food stamps,Yes
27876,White,No,5,Employed Full-Time,26000,1,High School/GED,Income,Own my home,Food stamps,Yes
27876,White,No,5,Employed Full-Time,27000,1,High School/GED,NA,Own my home,Food stamps,Yes
27900,Black or African American,No,4,Employed Full-Time,17746,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
27900,Black or African American,No,4,Employed Full-Time,19590,0,Less than High School,NA,Rent my home,"Food stamps,WIC",Yes
27918,Black or African American,No,3,Employed Full-Time,20000,1,Four-Year College Degree,Credit,Rent my home,Food stamps,Yes
27918,Black or African American,No,3,Employed Full-Time,20000,1,Four-Year College Degree,Savings,Rent my home,Food stamps,Yes
27918,Black or African American,No,3,Employed Full-Time,20000,1,Four-Year College Degree,Debt,Rent my home,Food stamps,Yes
27918,Black or African American,No,3,Employed Full-Time,20000,1,Four-Year College Degree,NA,Rent my home,Food stamps,Yes
27918,Black or African American,No,3,Employed Part-Time,5873,1,Two-Year College Degree,Budget,Rent my home,"Food stamps,WIC",Yes
27918,Black or African American,No,3,Employed Part-Time,5873,1,Two-Year College Degree,Credit,Rent my home,"Food stamps,WIC",Yes
27918,Black or African American,No,3,Employed Part-Time,5873,1,Two-Year College Degree,Savings,Rent my home,"Food stamps,WIC",Yes
27966,Black or African American,No,3,Employed Part-Time,NA,1,High School/GED,Savings,Live with parents,"Food stamps,Social Security",Yes
27966,Black or African American,No,3,Employed Part-Time,NA,1,High School/GED,Budget,Live with parents,"Food stamps,Social Security",Yes
27966,Black or African American,No,3,Employed Part-Time,NA,1,High School/GED,Healthy teeth,Live with parents,"Food stamps,Social Security",Yes
27980,White,Yes,5,"Employed Full-Time,Stay-at-Home Caregiver",NA,NA,,NA,Own my home,"Other,Disability",Yes
28110,Black or African American,No,3,Employed Full-Time,18137,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
28110,Black or African American,No,3,Employed Full-Time,16313,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
28110,Black or African American,,3,Employed Full-Time,18137,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
28205,Other,Yes,4,Employed Full-Time,NA,NA,Less than High School,NA,Rent my home,Other,Yes
28403,Other,Yes,3,Employed Full-Time,0,1,High School/GED,Income,Rent my home,Food stamps,Yes
28403,Other,Yes,3,Employed Full-Time,0,1,High School/GED,English Literacy,Rent my home,Food stamps,Yes
28544,Other,Yes,5,Unemployed,NA,1,High School/GED,NA,Own my home,"Food stamps,WIC",Yes
28544,Other,Yes,5,Stay-at-Home Caregiver,NA,1,High School/GED,NA,Own my home,Food stamps,Yes
28634,Other,Yes,7,Employed Full-Time,NA,1,High School/GED,NA,Own my home,None,Yes
28634,Other,Yes,7,Employed Full-Time,NA,1,High School/GED,NA,Own my home,None,Yes
28634,Other,Yes,7,Employed Full-Time,NA,1,High School/GED,NA,Own my home,None,Yes
28634,Other,Yes,7,Employed Full-Time,NA,1,High School/GED,NA,Own my home,None,Yes
28678,Black or African American,No,6,"Stay-at-Home Caregiver,Unemployed",NA,2,Two-Year College Degree,NA,Own my home,"Food stamps,WIC,Social Security",Yes
28842,White,Yes,6,Employed Full-Time,35000,2,High School/GED,NA,Own my home,None,Yes
28842,White,Yes,6,Employed Full-Time,20000,2,High School/GED,NA,Rent my home,None,Yes
28935,Black or African American,No,2,Employed Full-Time,1032202,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
28935,Black or African American,No,2,Employed Full-Time,1148,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
28995,"White,American Indian or Alaska Native",No,4,"Employed Full-Time,Stay-at-Home Caregiver",NA,2,High School/GED,Budget,Rent my home,None,Yes
28995,"White,American Indian or Alaska Native",No,4,"Employed Full-Time,Stay-at-Home Caregiver",NA,2,High School/GED,NA,Rent my home,None,Yes
29042,White,Yes,3,"Employed Full-Time,Self-Employed",12000,1,High School/GED,NA,Own my home,"Food stamps,Disability",Yes
29042,White,Yes,3,Employed Full-Time,25000,2,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
29056,Other,No,3,Employed Part-Time,7900,1,Two-Year College Degree,Savings,Rent my home,"Food stamps,WIC",Yes
29056,Other,No,3,Employed Part-Time,7900,1,Two-Year College Degree,Income,Rent my home,"Food stamps,WIC",Yes
29325,Other,Yes,5,Employed Full-Time,NA,2,High School/GED,Internet,Rent my home,WIC,Yes
29325,Other,Yes,5,Employed Full-Time,NA,2,High School/GED,Literacy,Rent my home,WIC,Yes
29325,Other,Yes,5,"Employed Full-Time,Unemployed",NA,0,Less than High School,NA,Own my home,WIC,Yes
29325,Other,Yes,5,"Employed Full-Time,Unemployed",NA,3,High School/GED,Internet,Rent my home,"WIC,Other",Yes
29325,Other,Yes,5,"Employed Full-Time,Unemployed",NA,3,High School/GED,English Literacy,Rent my home,"WIC,Other",Yes
29325,Other,Yes,5,"Employed Full-Time,Unemployed",NA,3,High School/GED,Bank Services,Rent my home,"WIC,Other",Yes
29325,Other,Yes,5,"Employed Full-Time,Unemployed",NA,0,Less than High School,NA,Rent my home,WIC,Yes
29406,Other,Yes,6,Employed Full-Time,32797,2,Two-Year College Degree,Budget,Rent my home,"Food stamps,WIC",Yes
29406,Other,Yes,6,Employed Full-Time,32797,2,Two-Year College Degree,Budget,Rent my home,"Food stamps,WIC",Yes
29406,Other,Yes,6,Employed Full-Time,32797,2,Two-Year College Degree,Budget,Rent my home,"Food stamps,WIC",Yes
29406,Other,Yes,6,Employed Full-Time,32797,2,Two-Year College Degree,Budget,Rent my home,"Food stamps,WIC",Yes
29406,Other,Yes,6,Employed Full-Time,32000,1,Two-Year College Degree,English Literacy,Rent my home,WIC,Yes
